t_ns,t_bag_ns,x,y,yaw,qz,qw,v_lin,w_ang
1789550088696134460,1789550088710731268,0.7177826445289417,-0.6195269772889657,-0.01310193538665845,0.006550920837439301,-0.9999785424878784,0.0,0.0
1789550088700228021,1789550088715100230,0.7177826445289417,-0.6195269772889657,-0.01311981678009107,0.0065598613420485554,-0.9999784838781148,0.0,-0.004368175637938994
1789550088710492052,1789550088720752769,0.7224647185154233,-0.6195884087665846,-0.01311981678009107,0.0065598613420485554,-0.9999784838781148,0.4562025365207522,0.0
1789550088715255763,1789550088738561643,0.7224647185154233,-0.6195884087665846,-0.01311981678009107,0.0065598613420485554,-0.9999784838781148,0.0,0.0
1789550088719920031,1789550088738826729,0.7224647185154233,-0.6195884087665846,-0.013132810592652101,0.006566358108402354,-0.999978441238206,0.0,-0.0027858203175793405
1789550088731733301,1789550088739018224,0.7270455576884083,-0.6196485715186095,-0.013132810592652101,0.006566358108402354,-0.999978441238206,0.38780407386579663,0.0
1789550088734505618,1789550088751946335,0.7270455576884083,-0.6196485715186095,-0.013132810592652101,0.006566358108402354,-0.999978441238206,0.0,0.0
1789550088738815359,1789550088758806066,0.7270455576884083,-0.6196485715186095,-0.013132810592652101,0.006566358108402354,-0.999978441238206,0.0,0.0
1789550088751925817,1789550088763007031,0.7270455576884083,-0.6196485715186095,-0.013130664825440187,0.00656528524792266,-0.9999784482825684,0.0,0.00016366836398194957
1789550088757654206,1789550088774376942,0.7316517054949088,-0.6197090567778089,-0.013130664825440187,0.00656528524792266,-0.9999784482825684,0.804160631905216,0.0
1789550088763102381,1789550088779802339,0.7316517054949088,-0.6197090567778089,-0.013134360313416261,0.006567132952077432,-0.999978436149895,0.0,-0.0006782983248655225
1789550088774368590,1789550088786989561,0.7362831615810578,-0.6197698914890878,-0.013134360313416261,0.006567132952077432,-0.999978436149895,0.41112814473805503,0.0
1789550088779867041,1789550088795905590,0.7362831615810578,-0.6197698914890878,-0.013134360313416261,0.006567132952077432,-0.999978436149895,0.0,0.0
1789550088785948236,1789550088801221472,0.7362831615810578,-0.6197698914890878,-0.01340812444686963,0.006704012005149104,-0.9999775278590188,0.0,-0.04501814749459097
1789550088795801500,1789550088804736011,0.7408386756055477,-0.6198309760486408,-0.01340812444686963,0.006704012005149104,-0.9999775278590188,0.46237709101404084,0.0
1789550088800909998,1789550088815974221,0.7408386756055477,-0.6198309760486408,-0.01340812444686963,0.006704012005149104,-0.9999775278590188,0.0,0.0
1789550088804676271,1789550088822159746,0.7408386756055477,-0.6198309760486408,-0.013322234153748294,0.006661067817488967,-0.9999778148416748,0.0,0.02280511612443864
1789550088815640415,1789550088824923768,0.7454701201807096,-0.6198926808882823,-0.013322234153748294,0.006661067817488967,-0.9999778148416748,0.42245483134863204,0.0
1789550088821498486,1789550088837828527,0.7454701201807096,-0.6198926808882823,-0.013322234153748294,0.006661067817488967,-0.9999778148416748,0.0,0.0
1789550088824960841,1789550088845568976,0.7454701201807096,-0.6198926808882823,-0.013275325298310062,0.0066376139082800325,-0.9999779707981594,0.0,0.013548251244667986
1789550088836924588,1789550088858974297,0.7500509507330974,-0.6199534964766404,-0.013275325298310062,0.0066376139082800325,-0.9999779707981594,0.3829263717860016,0.0
1789550088845394999,1789550088862961713,0.7500509507330974,-0.6199534964766404,-0.01350128650665357,0.0067505919809756,-0.9999772144943636,0.0,-0.026676534154423656
1789550088859061221,1789550088866863019,0.7545305339084897,-0.6200139802876583,-0.01350128650665357,0.0067505919809756,-0.9999772144943636,0.32781492106783905,0.0
1789550088862101605,1789550088867588741,0.7545305339084897,-0.6200139802876583,-0.01350128650665357,0.0067505919809756,-0.9999772144943636,0.0,0.0
1789550088867700164,1789550088884910313,0.7545305339084897,-0.6200139802876583,-0.01354587078094556,0.006772883608504815,-0.9999770637607773,0.0,-0.007963526738218207
1789550088879141629,1789550088895633407,0.7591619645683724,-0.620076720886392,-0.01354587078094556,0.006772883608504815,-0.9999770637607773,0.40483064051693696,0.0
1789550088884902110,1789550088900660981,0.7591619645683724,-0.620076720886392,-0.01354587078094556,0.006772883608504815,-0.9999770637607773,0.0,0.0
1789550088890818605,1789550088903592683,0.7591619645683724,-0.620076720886392,-0.013655185699463626,0.006827539803983289,-0.9999766920784829,0.0,-0.018476296949133972
1789550088900744294,1789550088908233712,0.7637174633622021,-0.6201389309350703,-0.013655185699463626,0.006827539803983289,-0.9999766920784829,0.45900325360923283,0.0
1789550088903579702,1789550088920395879,0.7637174633622021,-0.6201389309350703,-0.013655185699463626,0.006827539803983289,-0.9999766920784829,0.0,0.0
